LIMS_ID,Service_ID,Service_Name,Table_ID
8,13165,AS-AFB SUBCULTU-AS-AFB SUBCULTU,8_13165
8,13166,AS DENGUE PRO-DENGUE PROFILE,8_13166
8,13167,13167-Naive T cell Estimation  Flow cytometryN0029 | NAIVET,8_13167
8,13168,13168-Madhav Baug Senior Citizen Men,8_13168
8,13169,S-1255-OT Microbiological Surveillance 15 Swabs,8_13169
8,1317,G2377-LUPUS ANTICOAGULANT (AS PER ISTH-2009)L0052 | LA,8_1317
100,1317,G2377-LUPUS ANTICOAGULANT (AS PER ISTH-2009),100_1317
8,13170,-EBUS,8_13170
8,13171,T1145-17P(P53) By Fish on FFPE,8_13171
8,13172,Women's Pack-AS-Women's Package,8_13172
8,13173,13173-Special Stain- doubleCongo-red | Giemsa | Gram's stain | Lepra (wade Fite) | Masson Trichrome | Mucicarmine | PAS AD | PASM | Pearl's iron | Periodic acid schiff (PAS) | Reticulin,8_13173
8,13174,T1103-Oncocept Essential52 genes NGS  somatic,8_13174
8,13175,13175-SPMEDIFORT-WELL WOMEN SILVER CHECK,8_13175
8,13176,-HBsAg  Serum CampAA | Australia antigen | Hbs Ag | HbsAg-Quantitative,8_13176
8,13177,"13177-Thyroid Function Test - CampTFT | Thyroid | Thyroid Profile(T3,T4,TSH) | Total Thyroid | TSH4",8_13177
8,13178,13178-EK-PTA-21,8_13178
8,13179,13179-EK-PTA-22,8_13179
8,1318,P4318-Basic Body Profile NewBasic Metabolic Panel (BMP) | Comprehensive Metabolic Panel (CMP),8_1318
100,1318,P4318-Basic Body Profile New,100_1318
8,13180,13180-EK-PTA-23,8_13180
8,13181,13181-EK-PTA-24,8_13181
8,13182,13182-EK-PTA-25,8_13182
8,13183,13183-EK-PTA-26,8_13183
8,13184,13184-EK-PTA-27,8_13184
8,13185,13185-TTIBI Master Health Check up,8_13185
8,13186,13186-EK-PTA-28,8_13186
8,13187,13187-EK-PTA-29,8_13187
8,13188,PacBio Revio-PacBio Revio & Illumina 75 Gb,8_13188
8,13189,13189-VHOOCREZ,8_13189
8,1319,P4320-Basic Body Profile P1,8_1319
100,1319,P4320-Basic Body Profile P1,100_1319
8,13190,SAHAYAK - AS-SAHAYAK HEALTH PROFILE,8_13190
8,13191,13191-NeuHealth Basic,8_13191
8,13192,13192-NeuHealth Pro,8_13192
8,13193,13193-NeuHealth Vita,8_13193
8,13194,13194-NeuHealth Vita +,8_13194
8,13195,13195-NSVH Fever Profile,8_13195
8,13196,13196-NSVH Fever MINI,8_13196
8,13197,13197-NSVH Fever Profile MAXX,8_13197
8,13198,13198-SPMEDIFORT-WELL WOMAN PLATINUM CHECK,8_13198
8,13199,13199-SPMedifort Child Health Check (5-12 years) - Superchild,8_13199
8,132,G1989-PSA Profile (Free PSA/PSA Ratio)FPSARATIO | PSAPRO,8_132
100,132,G1989-Free PSA/PSA Ratio,100_132
100,1320,P4321-Basic Body Profile P2,100_1320
8,1320,P4321-Basic Body Profile P2,8_1320
8,13200,13200-SPMedifort Child Health Check (5-12 years) - YoungBud,8_13200
8,13201,13201-SPMedifort Superstar Heart Care Package,8_13201
8,13202,13202-SPMedifort Premarital Health Check,8_13202
8,13203,13203-SPMedifort Champion Heart Care Package,8_13203
100,1344,-Eye Infection Panel Qualitative by Real-time PCR,100_1344
8,13440,13440-Stool For PH,8_13440
8,13441,-HB TC DC MP,8_13441
8,13442,13442-HB TC DC PCV,8_13442
8,13443,13443-HB TC DC Platelet,8_13443
8,13444,13444-HB WBC Platelet,8_13444
8,13445,13445-MPV,8_13445
8,13446,13446-PDW,8_13446
8,13447,13447-TC DC MP,8_13447
8,13448,-FIB4 Score,8_13448
8,13449,13449-Homogentisic Acid Quantitative,8_13449
8,1345,G2465-Respiratory Pathogens Qualitative by Real-time PCR,8_1345
100,1345,G2465-Respiratory Pathogens Qualitative by Real-time PCR,100_1345
8,13450,13450-HU Antibody,8_13450
8,13451,13451-Immunohistochemistry CA 19.9,8_13451
8,13452,13452-Immunohistochemistry For CalretininI0024,8_13452
8,13453,13453-MPN Reflex Panel (JAK2 + CALR + MPL),8_13453
8,13454,13454-Osteocalcin,8_13454
8,13455,13455-Pulse Fever Panel,8_13455
8,13456,13456-Scrub Typhus IgM & IgG,8_13456
8,13457,13457-Thiopurine Methyl TransferaseGS070 | TPMT,8_13457
8,13458,13458-Urine For Fena,8_13458
8,13459,13459-Vaccination Immune Status Panel,8_13459
8,1346,-DR. J. A. BHATT (LFT),8_1346
100,1346,-DR. J. A. BHATT (LFT),100_1346
8,13460,13460-Hepatitis-A Virus Total AntibodyH0027 | HAVIGG,8_13460
8,13461,-Complete Denture,8_13461
8,13462,13462-Crown - All Ceramic,8_13462
8,13463,13463-Crown - Monolith,8_13463
8,13464,13464-Crown - PFM,8_13464
8,13465,13465-Dexa Scan Bone Densitometory Three Sites (Code 1714)DEXA3,8_13465
8,13466,13466-Dexa Scan Bone Densitometory Two Sites (Code 1713)DEXA2,8_13466
8,13467,13467-Dexa Scan Bone Densitometory Whole Body (Code 1715)BDM,8_13467
8,13468,13468-Filling - Composite (Per Tooth),8_13468
8,13469,13469-Filling - GIC (Per Tooth),8_13469
8,1347,T4511-MIC-A Single Antibodies PanelSAP-MICA,8_1347
100,1347,T4511-MICA SINGLE ANTIBODIES PANEL,100_1347
8,13470,13470-Grinding of tooth (Per Tooth),8_13470
8,13471,13471-Implant,8_13471
8,13472,13472-Normal Extraction,8_13472
8,13473,13473-RCT (Root Canal Treatment) - Anterior Tooth,8_13473
8,13474,13474-RCT (Root Canal Treatment) - Posterior tooth,8_13474
8,13475,13475-RPD (Removable Partial Denture) - Flexible (Per Arch),8_13475
8,13476,13476-RPD (Removable Partial Denture) -Normal  (Per Tooth),8_13476
8,13477,-Scaling per Sitting,8_13477
8,13478,13478-Simple Extraction (Mobile tooth),8_13478
8,13479,13479-Surgical Extraction (Anterior tooth),8_13479
8,1348,G2463-Sexually Transmitted Disease Panel Qualitative by Real-time PCR,8_1348
100,1348,G2463-Sexually Transmitted Disease Panel Qualitative by Real-time PCR,100_1348
8,13480,13480-Surgical Extraction (Posterior tooth),8_13480
8,13481,13481-Surgical Extraction of Impacted Lower Third Molar - Distoangular,8_13481
8,13482,13482-Surgical Extraction of Impacted Lower Third Molar - Horizontal,8_13482
8,13483,13483-Surgical Extraction of Impacted Lower Third Molar - Mesioangular,8_13483
8,13484,13484-Surgical Extraction of Impacted Lower Third Molar - Vertical,8_13484
8,13485,13485-Surgical Extraction of Impacted Upper Third Molar,8_13485
8,13486,13486-Non Ionic Contrast 50 ML for CT Brain,8_13486
8,13487,-Chiropractic Manupulation,8_13487
8,13488,13488-Corporate Physical Assessment,8_13488
8,13489,13489-Cp Child Rehabilitation Per Sititng ,8_13489
8,1349,T881-Childhood Fever and Rash panel Qualitative by Real-time PCR,8_1349
100,1349,-Childhood Fever and Rash panel Qualitative by Real-time PCR,100_1349
8,13490,13490-Crap Bandage Starting,8_13490
8,13491,13491-Cupping,8_13491
8,13492,13492-Doctor Fees (FNAC),8_13492
8,13493,-Doctor Fees 1000,8_13493
8,13494,13494-Doctor Fees 600,8_13494
8,13495,13495-Double Treatment - II,8_13495
8,13496,13496-Dry Needle Therapy,8_13496
8,13497,13497-Dry Needling / Electro Dry Needling,8_13497
8,13498,13498-Excercise TherapyEXERCIS,8_13498
8,13499,13499-Exercise,8_13499
8,135,G1980-HSV II ProfileHSVIIPRO,8_135
100,135,G1980-HSV II Profile,100_135
100,1350,T4307-SMA (Spinal Muscular Atrophy) By Digital PCR,100_1350
8,13500,13500-Facial Stimulation I,8_13500
8,13501,13501-Fifth Treatment,8_13501
8,13502,13502-Fourth Treatment,8_13502
8,13503,13503-IFT Single,8_13503
8,13504,13504-Injection Charges (Physio)-I,8_13504
8,13505,13505-Injection Charges (Physio)-III,8_13505
8,13506,13506-Injection Charges (Physio)-IV,8_13506
8,13507,13507-Knee Manupulation Package  1(10 Sitting),8_13507
8,13508,13508-Knee Manupulation Package 2 (10 Sitting),8_13508
8,13509,13509-Kynocologly Taping,8_13509
100,1351,-Maternal cell contamination,100_1351
8,13510,13510-Kynosokogical Taping Starting,8_13510
8,13511,13511-Laser (Double),8_13511
8,13512,-Laser (Imported),8_13512
8,13513,13513-Laser (Indian),8_13513
8,13514,13514-Laser (Single),8_13514
8,13515,13515-LWD,8_13515
8,13516,13516-Manipulation,8_13516
8,13517,13517-Muscle Stimulation,8_13517
8,13518,13518-Normal Pop Cast Starting,8_13518
8,13519,13519-Occupational Therapy,8_13519
8,1352,Mcr046-AFB detection by Immunofluorescence,8_1352
100,1352,T1119-AFB detection by Immunofluorescence,100_1352
8,13520,13520-Osteotic Kayropractic Per Sitting,8_13520
8,13521,13521-PEMF,8_13521
8,13522,13522-PEMF Double,8_13522
8,13523,13523-Plaster,8_13523
8,13524,13524-Rehabilitation (Ortho / Neuro)NEURORE,8_13524
8,13525,13525-Shock Wave Therapy,8_13525
8,13526,13526-Speech Therapy,8_13526
8,13527,13527-Spinal Manupulation Package 10 Sitting,8_13527
8,13528,13528-Sports Injury Rehabilitation,8_13528
8,13529,-Stock Case Rehabilitation,8_13529
8,1353,Mcr047-Albert stain,8_1353
100,1353,T718-Albert stain,100_1353
8,13530,13530-STR/Electro Acupuncture/Dry Needling,8_13530
8,13531,13531-STR/Electro Acupuncture/Dry Needling - I,8_13531
8,13532,13532-Strapping / Minor Plasting,8_13532
8,13533,13533-SWD,8_13533
8,13534,13534-SWD/UST/Stimulation,8_13534
8,13535,13535-Synthetic Cast Starting,8_13535
8,13536,13536-Tens,8_13536
8,13537,13537-Triple Treatment,8_13537
8,13538,13538-UST Single,8_13538
8,13539,13539-WAX Bath (Single),8_13539
8,1354,Mcr048-Identification on VitekAutoI,8_1354
100,1354,T1383-Identification on Vitek,100_1354
8,13540,13540-Weight Loss Laser Therapy,8_13540
8,13541,13541-EK24-BLR-01,8_13541
8,13542,13542-EK24-BLR-02,8_13542
8,13543,13543-EK24-BLR-03,8_13543
8,13544,13544-EK24-BLR-04,8_13544
8,13545,13545-EK24-BLR-05,8_13545
8,13546,13546-EK24-BLR-06,8_13546
8,13547,13547-EK-Lipo Protien-A,8_13547
8,13548,13548-EK-Lipo Protien-B,8_13548
8,13549,13549-EK-Thyroid Antibody,8_13549
8,1355,Mcr049-Biological indicator,8_1355
8,13824,-Neu Master Health Checkup - Female (Pulse),8_13824
8,13825,-Neu Master Health Checkup - Male (Pulse),8_13825
8,13826,13826-Neu Menopause Care - Pulse,8_13826
8,13827,13827-Neu PCOD Advance Care - Pulse,8_13827
8,13828,13828-Neu PCOD Basic Care - Pulse,8_13828
8,13829,13829-Neu Pre Maritial Male (2200),8_13829
8,1383,G2189-Brucella Special Culture,8_1383
100,1383,G2185-Brucella Special Culture,100_1383
8,13830,13830-Neu Pre Maritial Female (2500),8_13830
8,13831,13831-Neu Premium Master Health Checkup Female - Pulse,8_13831
8,13832,13832-Neu Premium Master Health Checkup Male - Pulse,8_13832
8,13833,13833-Neu Senior Health Check Female,8_13833
8,13834,13834-Neu Senior Health Check Male,8_13834
8,13835,13835-Neu Vita Plus - Pulse,8_13835
8,13836,13836-Neu Well Woman checkup - Pulse,8_13836
8,13837,13837-NEU XXL Care,8_13837
8,13838,13838-Pulse Tax Saver Check up  - Female (Pulse),8_13838
8,13839,13839-Pulse Tax Saver Check up  - Male (Pulse),8_13839
8,1384,G2185-Neisseria gonorrhoeae Special Culture,8_1384
100,1384,G2185-Neisseria gonorrhoeae Special Culture,100_1384
8,13840,WGS 5.5 GB-Whole Genome Sequencing - 5.5 GB,8_13840
8,13841,13841-Cardiac Echo - Paediatric,8_13841
8,13842,-PMC- BSM Grimaldi WITH USG,8_13842
8,13843,-PMC - OGUK,8_13843
8,13844,13844-PMC- BSM Standard ILO With USG,8_13844
8,13845,13845-PMC - Costa Full Medical,8_13845
8,13846,13846-PMC - BSM Grimaldi,8_13846
8,13847,13847-PMC- BSM Standard ILO,8_13847
8,13848,13848-PMC - Module C,8_13848
8,13849,13849-PMC - Jubilent,8_13849
8,1385,G218-Chlamydia species Special Culture,8_1385
100,1385,G2185-Chlamydia species Special Culture,100_1385
8,13850,13850-PMC- BIBBY,8_13850
8,13851,13851-PMC- Profile 3,8_13851
8,13852,13852-PMC - General,8_13852
8,13853,-Bata Health Package,8_13853
8,13854,13854-Bata Annual Health Checkup,8_13854
8,13855,13855-Start Health - Portability Health Pacakge,8_13855
8,13856,13856-Star Health Pre Policy Package - I,8_13856
8,13857,13857-Star Health Pre Policy Package - II,8_13857
8,13858,13858-Star Health Pre Policy Package - III,8_13858
8,13859,13859-Star Health Pre Policy Package - IV,8_13859
8,1386,G2182-Nocardia species Special CultureSMEAR STUDY FOR NOCARDIA,8_1386
100,1386,G2185-Nocardia species Special Culture,100_1386
8,13860,13860-Star Health Pre Policy Package - V,8_13860
8,13861,13861-Star Health Pre Policy Package - VI,8_13861
8,13862,-Star Health Pre Policy Package VII (Female ),8_13862
8,13863,13863-Star Health Pre Policy Package - VIII (Male),8_13863
8,13864,13864-Star Health Above 3 Lacs Up To 5 Lacs & Age 45 &Above- Male & Female,8_13864
8,13865,13865-Star Health- Above 5 Lacs  (Age 45 & Above- Male & Female),8_13865
8,13866,13866-Star Health DM Safe Insurance,8_13866
8,13867,13867-Star Health 2.2.1,8_13867
8,13868,13868-Star Health Package -3.6,8_13868
8,13869,13869-Star Helth Health Package 1.3,8_13869
8,1387,G2184-Actinomycetes Special Culture,8_1387
100,1387,G2185-Actinomycetes Special Culture,100_1387
8,13870,13870-Star Health PHC Packacge I,8_13870
8,13871,-Star Health Employees,8_13871
8,13872,13872-Star Health Pre Policy Package - VIII (Female),8_13872
8,13873,13873-HDFC ERGO Health Check Up Package I,8_13873
8,13874,13874-HDFC ERGO Health Check Up Package II,8_13874
8,13875,13875-HDFC ERGO Health Check Up Package III,8_13875
8,13876,13876-HDFC ERGO Health Check Up Package IV,8_13876
8,13877,13877-HDFC ERGO Health Check Up Package V,8_13877
8,13878,13878-HDFC ERGO Health Check Up Package VI,8_13878
8,13879,13879-Federal Bank Limited - Annual Health Check-Up (Officers / Executives )- Above 45Yrs Female,8_13879
8,1388,Mcr071-Biofire Pneumonia Plus PanelFilmarray pneumonia panel | P0104 | PPP,8_1388
100,1388,G2448-Biofire Pneumonia Plus Panel,100_1388
8,13880,13880-Federal Bank Limited - Annual Health Check-Up (Officers / Executives )- Above 45Yrs Male,8_13880
8,13881,-Tata Steel Pre-Emplyoment Health Check Up,8_13881
8,13882,13882-Canara Bank Annual Health Check-Up (Compulsory 1-12) 1st Time,8_13882
8,13883,13883-UCO Bank Annual Health Check Up Spouse,8_13883
8,13884,13884-UCO Bank -Annual Health Check Up (Employee-S Co-Operative Credit Society Ltd),8_13884
8,13885,-Uco Bank Annual Health Check Up,8_13885
8,13886,-India Carbon,8_13886
8,13887,13887-SPAIN VISA,8_13887
8,13888,-Officers Scale VIII-8000 (PNB)-Male,8_13888
8,13889,13889-Officers Scale-VI & VII-6000 / Officers Scale-IV & VII-6000 (Male),8_13889
8,1389,Mcr072-Parasite Identification Worm identification,8_1389
100,1389,-Parasite Identification ,100_1389
8,13890,-Drugs of abuse - 5 Drug panel,8_13890
8,13891,13891-Flow Cytometry for Leukemias,8_13891
8,13892,13892-Cataract/Retina Package,8_13892
8,13893,13893-KASP Package,8_13893
8,13894,13894-Cataract fitness Package (Dr Ramachandran),8_13894
8,13895,13895-LASIK Package,8_13895
8,13896,-CONSUMABLES IV,8_13896
8,13897,13897-CONSUMABLES II,8_13897
8,13898,13898-CONSUMABLES I,8_13898
8,13899,13899-SIGMOIDOSCOPY B,8_13899
8,139,G2180-Quadruple MarkerM0015 | QPNS | Quadruple,8_139
100,139,G2180-Quadruple Marker,100_139
100,1390,CHCP-Orion-CHCP-Orion (Comprehensive Hereditary Cancer Panel),100_1390
8,13900,13900-CONSULTATION FEES III,8_13900
8,13901,13901-CONSULTATION FEES II,8_13901
8,13902,13902-CONSULTATION FEES,8_13902
8,13903,13903-NUTRITIONIST CHARGES I,8_13903
8,13904,VISA CBC-CBC***CBC | Complete Blood Count | Hemogram | PS study,8_13904
8,13905,-Sample Collection Kit,8_13905
8,13906,GENOTYP by RFLP-GENOTYPING BY RFLP,8_13906
8,13907,13907-LAB C2,8_13907
8,13908,13908-HEALTH METER ROUTINE,8_13908
8,13909,13909-HEALTH METER SUPER,8_13909
8,13910,-Audiometry (300),8_13910
8,13911,T9307-Prenatal Three Variants by NGS ,8_13911
8,13912,13912-Serology Rani Menon,8_13912
8,13913,-Doctor Fees (2000),8_13913
8,13914,-Fever Panel Basic - Pulse,8_13914
8,13915,1319-DNCR - Fever Panel - Pulse,8_13915
8,13916,L0054_1-Immunophenotyping for Acute LeukemiaIMMUNO | L0054,8_13916
8,13917,-FFB,8_13917
8,13918,13918-Drugs of abuse - 8 Drug panelDRUG8,8_13918
8,13919,-X-Ray Ankle Obl/Lat View,8_13919
8,1392,T2239-Frozen section <5H0063 | HPR4,8_1392
100,1392,T2239-Frozen section <5,100_1392
8,13920,-Platelet Serotonin Level,8_13920
8,13921,AMI BASELINE-BASELINE SCREENING PACKAGE,8_13921
8,13922,AMI STUDY DAY 1-Study Day 1 and Day 9 (At study site),8_13922
8,13923,KA-PIDPLUS-Primary immunodeficiency disorder panel - ExtendedP0111 | PID panel 2 | PID Plus | PID screen panel | PIDPLUS | Primary immunodeficiency panel,8_13923
8,13924,AMI DAY5 AND 13-Day 5 and 13 (home collection),8_13924
8,13926,-CARE and CURE - Gold Health Care Package for Female,8_13926
8,13929,13929-Pulse Cardiac Health Checkup,8_13929
8,1393,T877-Urine Examination -U ( Flow Cytometry ),8_1393
8,14176,FCCS-KARYOTYPING FLUID FOR CLINICAL CYTOGENETIC STUDYC0084 | FCCS,8_14176
8,14177,FLU PANEL-FLU PANEL (Qualitative RTPCR)F0198 | FLU PANEL,8_14177
8,14178,GM128-BCR ABL qualitative gene fusion analysis  RTPCRGM128,8_14178
8,14179,HER2GC-IHC for HER-2 NEU:(VENTANA 4B5)-GASTRIC CANCERHER2GC | I0192,8_14179
8,1418,-Pseudomonas aeruginosa Sensitivity drug report for CSF,8_1418
100,1418,-Pseudomonas aeruginosa Sensitivity drug report for CSF,100_1418
8,14180,HERNEU-IMMUNOHISTOCHEMISTRY  (Breast Tumour panel 2  IHC)HERNEU | I0009,8_14180
8,14181,HIHC3-IMMUNOHISTOCHEMISTRY STUDY (Three markers )  HIHC3 | I0017,8_14181
8,14182,HIHC4-IMMUNOHISTOCHEMISTRY STUDY  (Four Markers)HIHC4 | I0006,8_14182
8,14183,HIHC5-IMMUNOHISTOCHEMISTRY STUDY (Five markers)HIHC5 | I0018,8_14183
8,14184,HIHC6-IMMUNOHISTOCHEMISTRY STUDY  (Six markers)HIHC6 | I0007,8_14184
8,14185,HIHC8-IMMUNOHISTOCHEMISTRY STUDY (8 Markers)HIHC8 | I0010,8_14185
8,14186,HPR2-HISTOPATHOLOGY Small Specimen(2 Containers)H0072 | HPR2,8_14186
8,14187,HSVT2-Herpes Simples Virus (HSV) TYPE II PCR QualitativeH0211 | HSVT2,8_14187
8,14188,I0052-IMMUNOHISTOCHEMISTRY  DOG-1I0052,8_14188
8,1419,-Pseudomonas aeruginosa Sensitivity drug report for Urine,8_1419
100,1419,-Pseudomonas aeruginosa Sensitivity drug report for Urine,100_1419
8,14190,ICYL2-CYCLOSPORINE LEVEL - C2  C0180 | ICYL2,8_14190
8,14191,IHCCD2-IMMUNOHISTOCHEMISTRY  CD2I0180 | IHCCD2,8_14191
8,14192,IHCCD30-IMMUNOHISTOCHEMISTRY  CD 30 ImmunohistochemistryI0030 | IHCCD30,8_14192
8,14193,IHCCD5-IMMUNOHISTOCHEMISTRY  CD 5 ImmunohistochemistryI0041 | IHCCD5,8_14193
8,14194,IHCCD7-IMMUNOHISTOCHEMISTRY CD7I0181 | IHCCD7,8_14194
8,14195,IHCCD99-IMMUNOHISTOCHEMISTRY CD99I0046 | IHCCD99,8_14195
8,14196,IHCMUM1-IMMUNOHISTOCHEMISTRY MUM1I0182 | IHCMUM1,8_14196
8,14197,IHCMYOD1-IMMUNOHISTOCHEMISTRY  Myo - D1  I0178 | IHCMYOD1,8_14197
8,14198,IHCMYOG-IMMUNOHISTOCHEMISTRY  Myogenin  I0071 | IHCMYOG,8_14198
8,14199,IPTH-PARATHYROID HORMONE LEVEL (Chemiluminescence)B0087 | IPTH,8_14199
8,142,G288-Torch Complex (8 parameters)TORCH,8_142
100,142,G288-Torch Complex (8 parameters),100_142
100,1420,-Salmonella Typhi Sensitivity Drug Report,100_1420
8,1420,-Salmonella Typhi Sensitivity Drug Report,8_1420
8,14200,ISMAA-SMOOTH MUSCLE ANTIBODY (1:10 dilution of serum) (IgG)ISMAA | S0078,8_14200
8,14201,MDSPANEL-FISH MDS PANEL DEL/- 5Q 7Q 20Q (DELETION/MONOSOMY) CEP8 (4 PROBE)F0040 | MDSPANEL,8_14201
8,14203,MSRBP-KARYOTYPING CLINICAL CYTOGENETIC STUDY (SLIDE REPORTING)K0023 | MSRBP,8_14203
8,14205,NBSHPMSC-New born Confirmation HbS  C E  D - DBS  Baby FirstN0231 | NBSHPMSC,8_14205
8,14206,NBSHPMSS-New born Screening HbS  C E  D - DBS  Baby First,8_14206
8,14207,NMRA-AUTOIMMUNE ENCEPHALITIS ANTIIBODY  SERUM (Indirect IF method)  A0275 | NMRA,8_14207
8,14208,O.TA-ANEROBIC CULTUREM0114 | O.TA,8_14208
8,1421,GMV00021-Salmonella Paratyphi A Sensitivity Drug Report,8_1421
100,1421,GMV00021-Salmonella Paratyphi A Sensitivity Drug Report,100_1421
8,14210,PLA2R-OUB-PLA2R Antibodies by Immunohistochemistry P0102 | PLA2R-OUB,8_14210
8,14212,SAFB-AFB CULTUREA0017 | SAFB,8_14212
8,14213,SEM-SEMEN CULTUREC0159 | SEM,8_14213
8,14214,STOOLR-STOOL ROUTINES0054 | STOOLR,8_14214
8,14215,TBPCRBLOCK-MYCOBACTERIUM TUBERCULOSIS DNA PCR (GeneXpert)(BLOCKS)G0022_1 | TBPCRBLOCK,8_14215
8,14216,TFISHCMYC-FISH C-MYCF0145 | TFISHCMYC,8_14216
8,14217,TISCUL-TISSUE CULTUREM0119 | TISCUL,8_14217
8,14219,TSC-THROAT SWAB CULTUREC0161 | TSC,8_14219
8,1422,GMV00022-Salmonella Paratyphi B Sensitivity Drug Report,8_1422
100,1422,GMV00022-Salmonella Paratyphi B Sensitivity Drug Report,100_1422
8,14220,KA-PLFL-KA-PLEURAL FLUID ANALYSISB0090 | PLFL,8_14220
8,14221,14221-Ekincare Onsite Oragadam Camp,8_14221
8,14222,-Doctor Fees (1500),8_14222
8,14223,14223-Opiates Confirmation - LCMS   Spot Urine,8_14223
8,14224,-Physiotherapy Treatement P1,8_14224
8,14225,-Physiotherapy Treatement P2,8_14225
8,14226,14226-Physiotherapy Treatement P3,8_14226
8,14227,14227-Physiotherapy Treatement P4,8_14227
8,14228,14228-Reporting Charges,8_14228
8,14229,14229-Geniee Wellness Basic,8_14229
8,1423,-Staphylococcus aureus (MRSA) Sensitivity Drug Report,8_1423
100,1423,-Staphylococcus aureus (MRSA) Sensitivity Drug Report,100_1423
8,14230,14230-Geniee Wellness Premium,8_14230
8,14231,14231-Geniee Wellness Super premium,8_14231
8,14232,14232-Geniee Drug Response Basics,8_14232
8,14233,14233-Geniee Drug Response Premium,8_14233
8,14234,KA-CL-KA-COLLAGEN PROFILEB0071 | KA-CL,8_14234
8,14235,KA-ANEMIA 1-KA-ANEMIA PROFILE-1A0244 | ANEMIA1 | KA-ANEMIA,8_14235
8,14236,KA-ANEMIA 3-KA-ANEMIA PROFILE 3A0245 | ANEMIA3,8_14236
8,14237,KA-ANEMIA 2-KA-ANEMIA PROFILE 2A0243 | ANEMIA | ANEMIA2,8_14237
8,14238,-Composite Restoration Small,8_14238
8,14239,-Composite Restoration Medium,8_14239
8,1424,-Stenotrophomonas maltophilia Sensitivity Drug Report,8_1424
100,1424,-Stenotrophomonas maltophilia Sensitivity Drug Report,100_1424
8,14240,14240-Composite Restoration Complicated,8_14240
8,14241,-Diastema Closure,8_14241
8,14242,14242-Fracture Repair Big,8_14242
8,14243,14243-GIC Restoration Small,8_14243
8,14244,14244-GIC Restoration Medium,8_14244
8,14245,14245-GIC Restoration Complicated,8_14245
8,14246,14246-Metal Crown,8_14246
8,14247,14247-PFM,8_14247
8,14248,14248-Zirconia,8_14248
8,14249,14249-Stainless Steel Crown (Pedo),8_14249
8,1425,GMV00031-Streptococcus pneumoniae Sensitivity Drug Report,8_1425
100,1425,GMV00031-Streptococcus pneumoniae Sensitivity Drug Report,100_1425
8,14250,14250-Bioflex / Preformed Zirconia (Pedo),8_14250
8,14251,14251-Pedo Scaling,8_14251
8,14252,14252-Scaling & Polising Grade1,8_14252
8,14253,-Scaling & Polising Grade 2 (2 Sitting Procedure),8_14253
8,14254,14254-Scaling & Polising Grade 3 (Multiple Sitting Procedure),8_14254
8,14255,14255-Extraction Deciduous Anterior 300,8_14255
8,14256,14256-Extraction Deciduous Posterior 600,8_14256
8,14257,14257-Mobile Tooth Ext,8_14257
8,14258,14258-Extraction Anterior,8_14258
8,14259,14259-Extraction Premolar,8_14259
8,1426,-Streptococcus pneumoniae Sensitivity Drug Report for CSF,8_1426
100,1426,-Streptococcus pneumoniae Sensitivity Drug Report for CSF,100_1426
8,14260,14260-Extraction Posterior,8_14260
8,14261,14261-Surgical Anterior,8_14261
8,14262,14262-Surgical Premolar,8_14262
8,14263,14263-Surgical Extraction Molar Simple,8_14263
8,14264,14264-Surgical Extraction Molar Medium Complexity,8_14264
8,14265,14265-Surgical Extraction Molar Complicated,8_14265
8,14266,14266-RCT Anterior,8_14266
8,14267,14267-Pulpectomy Anterior ( Pedo),8_14267
8,14268,14268-RCT Posterior,8_14268
8,14269,14269-Post and Core,8_14269
8,1427,GMV00032-Streptococcus pyogenes Sensitivity Drug Report,8_1427
100,1427,GMV00032-Streptococcus pyogenes Sensitivity Drug Report,100_1427
8,14270,14270-Frcomposite,8_14270
8,14271,14271-CD Single Arch,8_14271
8,14272,14272-CD,8_14272
8,14273,14273-CD Complicated,8_14273
8,14274,14274-RPD (500) Plate Plus (300) Per Teeth,8_14274
8,14275,14275-Flexible (3000) Plate Plus (400) Per Tooth,8_14275
8,14276,-Testing,8_14276
8,14787,MFDAPP-FAMILY DOCTOR ARTHRITIS PROFILEMFDAPP,8_14787
8,14788,MFDSEP-MFD VITAMIN PACKAGEMFDSEP,8_14788
8,14789,MFDPK1-MODERN FAMILY - DIABETIC PACKAGE 1MFDPK1,8_14789
8,1479,T4618-ORION_TRIOS_RELATIVE-1,8_1479
100,1479,T4618-ORION_TRIOS_RELATIVE-1,100_1479
8,14790,IIVFMIMP-IIVF Mini_Infertility_male_Package (KA)IIVFMIMP,8_14790
8,14791,IVFPIHP-IVF PIH PANEL (KA)IVFPIHP,8_14791
8,14792,IVFPEHC-IVF Pre Employment Health Checkup (KA)IVFPEHC,8_14792
8,14793,NOVAMJPOP-NOVA MAJOR PRE OPERATIVE PROFILE (KA)NOVAMJPOP,8_14793
8,14794,14794-VH00IFE Option 3 FEMALE,8_14794
8,14795,14795-SUNWAY -  Master Health Check,8_14795
8,14796,14796-SUNWAY KNEE PACK ,8_14796
8,14797,14797-SUNWAY - SR CITIZEN PACK ( Male ),8_14797
8,14798,14798-SUNWAY - SR CITIZEN PACK ( FEMALE ),8_14798
8,14799,-Emergency charges - 1500,8_14799
